DIALOGUE_ID,STEP_ID,SPEAKER,UTTERANCE,INTENT-SLOT,SENTIMENT
680,5,User,one star,inform(category=one),neutral
680,5,Agent,ok let me look into some options for you,inform(),neutral
680,6,User,<SILENCE>,silence(),neutral
680,6,Agent,api_call italian paris eight cheap,api_call(),neutral
680,7,User,actually i would prefer in a moderate price range,update(price=moderate),neutral
680,7,Agent,sure is there anything else to update,else(),neutral
680,8,User,no,inform(NO),neutral
680,8,Agent,ok let me look into some options for you,inform(),neutral
680,9,User,<SILENCE>,silence(),neutral
680,9,Agent,api_call italian paris eight moderate,api_call(),neutral
680,10,User,<SILENCE>,silence(),neutral
680,10,Agent,what do you think of this option: resto_paris_moderate_italian_6stars,option(),neutral
680,11,User,it's perfect,inform(YES),positive
680,11,Agent,great let me do the reservation,inform(done),positive
680,12,User,what is the phone number of the restaurant,phone(res_name=resto_paris_moderate_italian_6stars),neutral
680,12,Agent,here it is resto_paris_moderate_italian_6stars_phone,inform(done),neutral
680,13,User,thanks,greeting(),positive
680,13,Agent,is there anything i can help you with,else(),neutral
680,14,User,no thank you,inform(NO),neutral
680,14,Agent,you're welcome,greeting(),neutral
,,,,,
681,1,User,hello,greeting(),neutral
681,1,Agent,hello what can i help you with today,request(),neutral
681,2,User,may i have a table for four with spanish cuisine in london,"restaurant(food=spanish,location=london)",neutral
681,2,Agent,i'm on it,inform(),neutral
681,3,User,<SILENCE>,silence(),neutral
681,3,Agent,which price range are looking for,request(price),neutral
681,4,User,in a moderate price range please,inform(price=moderate),neutral
681,4,Agent,What category restaurant are you looking for,request(category),neutral
681,5,User,five star,inform(category=five),neutral
681,5,Agent,ok let me look into some options for you,inform(),neutral
681,6,User,<SILENCE>,silence(),neutral
681,6,Agent,api_call spanish london four moderate,api_call(),neutral
681,7,User,instead could it be for eight,update(people=eight),neutral
681,7,Agent,sure is there anything else to update,else(),neutral
681,8,User,no,inform(NO),neutral
681,8,Agent,ok let me look into some options for you,inform(),neutral
681,9,User,<SILENCE>,silence(),neutral
681,9,Agent,api_call spanish london eight moderate,api_call(),neutral
681,10,User,<SILENCE>,silence(),neutral
681,10,Agent,what do you think of this option: resto_london_moderate_spanish_8stars,option(),neutral
681,11,User,no this does not work for me,inform(NO),negative
681,11,Agent,sure let me find an other option for you,inform(),neutral
681,12,User,<SILENCE>,silence(),neutral
681,12,Agent,what do you think of this option: resto_london_moderate_spanish_6stars,option(),neutral
681,13,User,i love that,inform(YES),positive
681,13,Agent,great let me do the reservation,inform(done),positive
681,14,User,may i have the address of the restaurant,phone(res_name=resto_london_moderate_spanish_6stars),neutral
681,14,Agent,here it is resto_london_moderate_spanish_6stars_address,inform(done),neutral
681,15,User,you rock,inform(),positive
681,15,Agent,is there anything i can help you with,else(),neutral
681,16,User,no thanks,inform(NO),neutral
681,16,Agent,you're welcome,greeting(),neutral
,,,,,
682,1,User,hi,greeting(),neutral
682,1,Agent,hello what can i help you with today,request(),neutral
682,2,User,can you book a table for four people,restaurant(people=four),neutral
682,2,Agent,i'm on it,inform(),neutral
682,3,User,<SILENCE>,silence(),neutral
682,3,Agent,any preference on a type of cuisine,request(food),neutral
682,4,User,i love italian food,inform(food=italian),neutral
682,4,Agent,where should it be,request(location),neutral
682,5,User,london please,inform(location=london),neutral
682,5,Agent,which price range are looking for,request(price),neutral
682,6,User,i am looking for a cheap restaurant,inform(price=cheap),neutral
682,6,Agent,What category restaurant are you looking for,request(category),neutral
682,7,User,one star,inform(category=one),neutral
682,7,Agent,ok let me look into some options for you,inform(),neutral
682,8,User,<SILENCE>,silence(),neutral
682,8,Agent,api_call italian london four cheap,api_call(),neutral
682,9,User,actually i would prefer in a expensive price range,update(price=expensive),neutral
682,9,Agent,sure is there anything else to update,else(),neutral
682,10,User,instead could it be in madrid,update(location=madrid),neutral
682,10,Agent,sure is there anything else to update,else(),neutral
682,11,User,actually i would prefer for two,update(people=two),neutral
682,11,Agent,sure is there anything else to update,else(),neutral
682,12,User,no,inform(NO),neutral
682,12,Agent,ok let me look into some options for you,inform(),neutral
682,13,User,<SILENCE>,silence(),neutral
682,13,Agent,api_call italian madrid two expensive,api_call(),neutral
682,14,User,<SILENCE>,silence(),neutral
682,14,Agent,what do you think of this option: resto_madrid_expensive_italian_7stars,option(),neutral
682,15,User,do you have something else,inform(NO),negative
682,15,Agent,sure let me find an other option for you,inform(),neutral
682,16,User,<SILENCE>,silence(),neutral
682,16,Agent,what do you think of this option: resto_madrid_expensive_italian_4stars,option(),neutral
682,17,User,let's do it,inform(YES),positive
682,17,Agent,great let me do the reservation,inform(done),positive
682,18,User,what is the phone number of the restaurant,phone(res_name=resto_madrid_expensive_italian_4stars),neutral
682,18,Agent,here it is resto_madrid_expensive_italian_4stars_phone,inform(done),neutral
682,19,User,may i have the address of the restaurant,address(res_name=resto_madrid_expensive_italian_4stars),neutral
682,19,Agent,here it is resto_madrid_expensive_italian_4stars_address,inform(done),neutral
682,20,User,thanks,greeting(),positive
682,20,Agent,is there anything i can help you with,else(),neutral
682,21,User,no thanks,inform(NO),neutral
682,21,Agent,you're welcome,greeting(),neutral
,,,,,
683,1,User,good morning,greeting(),neutral
683,1,Agent,hello what can i help you with today,request(),neutral
683,2,User,i'd like to book a table for two,restaurant(people=two),neutral
683,2,Agent,i'm on it,inform(),neutral
683,3,User,<SILENCE>,silence(),neutral
683,3,Agent,any preference on a type of cuisine,request(food),neutral
683,4,User,i love indian food,inform(food=indian),neutral
683,4,Agent,where should it be,request(location),neutral
683,5,User,bombay please,inform(location=bombay),neutral
683,5,Agent,which price range are looking for,request(price),neutral
683,6,User,i am looking for a cheap restaurant,inform(price=cheap),neutral
683,6,Agent,What category restaurant are you looking for,request(category),neutral
683,7,User,one star,inform(category=one),neutral
683,7,Agent,ok let me look into some options for you,inform(),neutral
683,8,User,<SILENCE>,silence(),neutral
683,8,Agent,api_call indian bombay two moderate,api_call(),neutral
683,9,User,actually i would prefer for four,update(people=four),neutral
683,9,Agent,sure is there anything else to update,else(),neutral
683,10,User,instead could it be in rome,update(location=rome),neutral
683,10,Agent,sure is there anything else to update,else(),neutral
683,11,User,no,inform(NO),neutral
683,11,Agent,ok let me look into some options for you,inform(),neutral
683,12,User,<SILENCE>,silence(),neutral
683,12,Agent,api_call indian rome four moderate,api_call(),neutral
683,13,User,<SILENCE>,silence(),neutral
683,13,Agent,what do you think of this option: resto_rome_moderate_indian_6stars,option(),neutral
683,14,User,no this does not work for me,inform(NO),negative
683,14,Agent,sure let me find an other option for you,inform(),neutral
683,15,User,<SILENCE>,silence(),neutral
683,15,Agent,what do you think of this option: resto_rome_moderate_indian_4stars,option(),neutral
683,16,User,that looks great,inform(YES),positive
683,16,Agent,great let me do the reservation,inform(done),positive
683,17,User,what is the phone number of the restaurant,phone(res_name=resto_rome_moderate_indian_4stars),neutral
683,17,Agent,here it is resto_rome_moderate_indian_4stars_phone,inform(done),neutral
683,18,User,do you have its address,address(res_name=resto_rome_moderate_indian_4stars),neutral
683,18,Agent,here it is resto_rome_moderate_indian_4stars_address,inform(done),neutral
683,19,User,thanks,greeting(),positive
683,19,Agent,is there anything i can help you with,else(),neutral
683,20,User,no thanks,inform(NO),neutral
683,20,Agent,you're welcome,greeting(),neutral
,,,,,
684,1,User,hello,greeting(),neutral
684,1,Agent,hello what can i help you with today,request(),neutral
684,2,User,can you make a restaurant reservation in madrid,restaurant(location=madrid),neutral
684,2,Agent,i'm on it,inform(),neutral
684,3,User,<SILENCE>,silence(),neutral
684,3,Agent,any preference on a type of cuisine,request(food),neutral
684,4,User,with french food,inform(food=french),neutral
684,4,Agent,how many people would be in your party,request(people),neutral
684,5,User,for two please,inform(people=two),neutral
684,5,Agent,which price range are looking for,request(price),neutral
684,6,User,in a cheap price range please,inform(price=cheap),neutral
684,6,Agent,What category restaurant are you looking for,request(category),neutral
684,7,User,one star,inform(category=one),neutral
684,7,Agent,ok let me look into some options for you,inform(),neutral
684,8,User,<SILENCE>,silence(),neutral
684,8,Agent,api_call french madrid two moderate,api_call(),neutral
684,9,User,instead could it be with italian cuisine,update(food=italian),neutral
684,9,Agent,sure is there anything else to update,else(),neutral
684,10,User,instead could it be in a moderate price range,update(price=moderate),neutral
684,10,Agent,sure is there anything else to update,else(),neutral
684,11,User,actually i would prefer for six,update(people=six),neutral
684,11,Agent,sure is there anything else to update,else(),neutral
684,12,User,no,inform(NO),neutral
684,12,Agent,ok let me look into some options for you,inform(),neutral
684,13,User,<SILENCE>,silence(),neutral
684,13,Agent,api_call italian madrid six cheap,api_call(),neutral
684,14,User,<SILENCE>,silence(),neutral
684,14,Agent,what do you think of this option: resto_madrid_cheap_italian_8stars,option(),neutral
684,15,User,i love that,inform(YES),positive
684,15,Agent,great let me do the reservation,inform(done),positive
684,16,User,do you have its phone number,phone(res_name=resto_madrid_cheap_italian_8stars),neutral
684,16,Agent,here it is resto_madrid_cheap_italian_8stars_phone,inform(done),neutral
684,17,User,can you provide the address,address(res_name=resto_madrid_cheap_italian_8stars),neutral
684,17,Agent,here it is resto_madrid_cheap_italian_8stars_address,inform(done),neutral
684,18,User,you rock,inform(),positive
684,18,Agent,is there anything i can help you with,else(),neutral
684,19,User,no thank you,inform(NO),neutral
684,19,Agent,you're welcome,greeting(),neutral
,,,,,
685,1,User,good morning,greeting(),neutral
685,1,Agent,hello what can i help you with today,request(),neutral
685,2,User,can you book a table in a moderate price range in london for two,"restaurant(price=moderate,location=london.people=two)",neutral
685,2,Agent,i'm on it,inform(),neutral
685,3,User,<SILENCE>,silence(),neutral
685,3,Agent,any preference on a type of cuisine,request(food),neutral
685,4,User,i love french food,inform(food=french),neutral
685,4,Agent,What category restaurant are you looking for,request(category),neutral
685,5,User,six star,inform(category=six),neutral
685,5,Agent,ok let me look into some options for you,inform(),neutral
685,6,User,<SILENCE>,silence(),neutral
685,6,Agent,api_call french london two moderate,api_call(),neutral
685,7,User,instead could it be for four,update(people=four),neutral
685,7,Agent,sure is there anything else to update,else(),neutral
685,8,User,instead could it be in paris,update(location=paris),neutral
685,8,Agent,sure is there anything else to update,else(),neutral
685,9,User,no,inform(NO),neutral
685,9,Agent,ok let me look into some options for you,inform(),neutral
685,10,User,<SILENCE>,silence(),neutral
685,10,Agent,api_call french paris four moderate,api_call(),neutral
685,11,User,<SILENCE>,silence(),neutral
685,11,Agent,what do you think of this option: resto_paris_moderate_french_8stars,option(),neutral
685,12,User,i love that,inform(YES),positive
685,12,Agent,great let me do the reservation,inform(done),positive
685,13,User,do you have its address,phone(res_name=resto_paris_moderate_french_8stars),neutral
685,13,Agent,here it is resto_paris_moderate_french_8stars_address,inform(done),neutral
685,14,User,you rock,inform(),positive
685,14,Agent,is there anything i can help you with,else(),neutral
685,15,User,no thanks,inform(NO),neutral
685,15,Agent,you're welcome,greeting(),neutral
,,,,,
686,1,User,hello,greeting(),neutral
686,1,Agent,hello what can i help you with today,request(),neutral
686,2,User,i'd like to book a table for eight with spanish food,"restaurant(food=spanish,people=eight)",neutral
686,2,Agent,i'm on it,inform(),neutral
686,3,User,<SILENCE>,silence(),neutral
686,3,Agent,where should it be,request(location),neutral
686,4,User,paris please,inform(location=paris),neutral
686,4,Agent,which price range are looking for,request(price),neutral
686,5,User,in a moderate price range please,inform(price=moderate),neutral
686,5,Agent,What category restaurant are you looking for,request(category),neutral
686,6,User,four star,inform(category=four),neutral
686,6,Agent,ok let me look into some options for you,inform(),neutral
686,7,User,<SILENCE>,silence(),neutral
686,7,Agent,api_call spanish paris eight moderate,api_call(),neutral
686,8,User,instead could it be for six,update(people=six),neutral
686,8,Agent,sure is there anything else to update,else(),neutral
686,9,User,no,inform(NO),neutral
686,9,Agent,ok let me look into some options for you,inform(),neutral
686,10,User,<SILENCE>,silence(),neutral
686,10,Agent,api_call spanish paris six moderate,api_call(),neutral
686,11,User,<SILENCE>,silence(),neutral
686,11,Agent,what do you think of this option: resto_paris_moderate_spanish_7stars,option(),neutral
686,12,User,do you have something else,inform(NO),negative
686,12,Agent,sure let me find an other option for you,inform(),neutral
686,13,User,<SILENCE>,silence(),neutral
686,13,Agent,what do you think of this option: resto_paris_moderate_spanish_6stars,option(),neutral
686,14,User,do you have something else,inform(NO),negative
686,14,Agent,sure let me find an other option for you,inform(),neutral
686,15,User,<SILENCE>,silence(),neutral
686,15,Agent,what do you think of this option: resto_paris_moderate_spanish_1stars,option(),neutral
686,16,User,i love that,inform(YES),positive
686,16,Agent,great let me do the reservation,inform(done),positive
686,17,User,what is the phone number of the restaurant,phone(res_name=resto_paris_moderate_spanish_1stars),neutral
686,17,Agent,here it is resto_paris_moderate_spanish_1stars_phone,inform(done),neutral
686,18,User,may i have the address of the restaurant,address(res_name=resto_paris_moderate_spanish_1stars),neutral
686,18,Agent,here it is resto_paris_moderate_spanish_1stars_address,inform(done),neutral
686,19,User,thank you,greeting(),positive
686,19,Agent,is there anything i can help you with,else(),neutral
686,20,User,no thank you,inform(NO),neutral
686,20,Agent,you're welcome,greeting(),neutral
,,,,,
687,1,User,hello,greeting(),neutral
687,1,Agent,hello what can i help you with today,request(),neutral
687,2,User,may i have a table with indian cuisine in bombay,"restaurant(food=indian,location=bombay)",neutral
687,2,Agent,i'm on it,inform(),neutral
687,3,User,<SILENCE>,silence(),neutral
687,3,Agent,how many people would be in your party,request(people),neutral
687,4,User,we will be six,inform(people=six),neutral
687,4,Agent,which price range are looking for,request(price),neutral
687,5,User,in a expensive price range please,inform(price=expensive),neutral
687,5,Agent,What category restaurant are you looking for,request(category),neutral
687,6,User,eight star,inform(category=eight),neutral
687,6,Agent,ok let me look into some options for you,inform(),neutral
687,7,User,<SILENCE>,silence(),neutral
687,7,Agent,api_call indian bombay six expensive,api_call(),neutral
687,8,User,actually i would prefer with french cuisine,update(food=french),neutral
687,8,Agent,sure is there anything else to update,else(),neutral
687,9,User,instead could it be in a moderate price range,update(price=moderate),neutral
687,9,Agent,sure is there anything else to update,else(),neutral
687,10,User,instead could it be in madrid,update(location=madrid),neutral
687,10,Agent,sure is there anything else to update,else(),neutral
687,11,User,no,inform(NO),neutral
687,11,Agent,ok let me look into some options for you,inform(),neutral
687,12,User,<SILENCE>,silence(),neutral
687,12,Agent,api_call french madrid six moderate,api_call(),neutral
687,13,User,<SILENCE>,,neutral
687,13,Agent,what do you think of this option: resto_madrid_moderate_french_7stars,,neutral
687,14,User,do you have something else,,negative
687,14,Agent,sure let me find an other option for you,,neutral
687,15,User,<SILENCE>,silence(),neutral
687,15,Agent,what do you think of this option: resto_madrid_moderate_french_6stars,option(),neutral
687,16,User,no this does not work for me,inform(NO),negative
687,16,Agent,sure let me find an other option for you,inform(),neutral
687,17,User,<SILENCE>,silence(),neutral
687,17,Agent,what do you think of this option: resto_madrid_moderate_french_4stars,option(),neutral
687,18,User,no i don't like that,inform(NO),negative
687,18,Agent,sure let me find an other option for you,inform(),neutral
687,19,User,<SILENCE>,silence(),neutral
687,19,Agent,what do you think of this option: resto_madrid_moderate_french_2stars,option(),neutral
687,20,User,that looks great,inform(YES),positive
687,20,Agent,great let me do the reservation,inform(done),positive
687,21,User,may i have the phone number of the restaurant,phone(res_name=resto_madrid_moderate_french_2stars),neutral
687,21,Agent,here it is resto_madrid_moderate_french_2stars_phone,inform(done),neutral
687,22,User,can you provide the address,address(res_name=resto_madrid_moderate_french_2stars),neutral
687,22,Agent,here it is resto_madrid_moderate_french_2stars_address,inform(done),neutral
687,23,User,thank you,greeting(),positive
687,23,Agent,is there anything i can help you with,else(),neutral
687,24,User,no thanks,inform(NO),neutral
687,24,Agent,you're welcome,greeting(),neutral
,,,,,
688,1,User,hi,greeting(),neutral
688,1,Agent,hello what can i help you with today,request(),neutral
688,2,User,i'd like to book a table with italian cuisine,restaurant(food=italian),neutral
688,2,Agent,i'm on it,inform(),neutral
688,3,User,<SILENCE>,silence(),neutral
688,3,Agent,where should it be,request(location),neutral
688,4,User,bombay please,inform(location=bombay),neutral
688,4,Agent,how many people would be in your party,request(people),neutral
688,5,User,for six people please,inform(people=six),neutral
688,5,Agent,which price range are looking for,request(price),neutral
688,6,User,in a cheap price range please,inform(price=cheap),neutral
688,6,Agent,What category restaurant are you looking for,request(category),neutral
688,7,User,one star,inform(category=one),neutral
688,7,Agent,ok let me look into some options for you,inform(),neutral
688,8,User,<SILENCE>,silence(),neutral
688,8,Agent,api_call italian bombay six moderate,api_call(),neutral
688,9,User,actually i would prefer in a moderate price range,update(price=moderate),neutral
688,9,Agent,sure is there anything else to update,else(),neutral
688,10,User,instead could it be for eight,update(people=eight),neutral
688,10,Agent,sure is there anything else to update,else(),neutral
688,11,User,instead could it be in madrid,update(location=madrid),neutral
688,11,Agent,sure is there anything else to update,else(),neutral
688,12,User,no,inform(NO),neutral
688,12,Agent,ok let me look into some options for you,inform(),neutral
688,13,User,<SILENCE>,silence(),neutral
688,13,Agent,api_call italian madrid eight cheap,api_call(),neutral
688,14,User,<SILENCE>,,neutral
688,14,Agent,what do you think of this option: resto_madrid_cheap_italian_7stars,,neutral
688,15,User,no this does not work for me,,negative
688,15,Agent,sure let me find an other option for you,,neutral
688,16,User,<SILENCE>,silence(),neutral
688,16,Agent,what do you think of this option: resto_madrid_cheap_italian_6stars,option(),neutral
688,17,User,do you have something else,inform(NO),negative
688,17,Agent,sure let me find an other option for you,inform(),neutral
688,18,User,<SILENCE>,silence(),neutral
688,18,Agent,what do you think of this option: resto_madrid_cheap_italian_2stars,option(),neutral
688,19,User,i love that,inform(YES),positive
688,19,Agent,great let me do the reservation,inform(done),positive
688,20,User,can you provide the address,address(res_name=resto_madrid_cheap_italian_2stars),neutral
688,20,Agent,here it is resto_madrid_cheap_italian_2stars_address,inform(done),neutral
688,21,User,thanks,greeting(),positive
688,21,Agent,is there anything i can help you with,else(),neutral
688,22,User,no thanks,inform(NO),neutral
688,22,Agent,you're welcome,greeting(),neutral
,,,,,
689,1,User,hi,greeting(),neutral
689,1,Agent,hello what can i help you with today,request(),neutral
689,2,User,i'd like to book a table with french food in a moderate price range,"restaurant(food=french,price=moderate)",neutral
689,2,Agent,i'm on it,inform(),neutral
689,3,User,<SILENCE>,silence(),neutral
689,3,Agent,where should it be,request(location),neutral
689,4,User,in bombay,inform(location=bombay),neutral
689,4,Agent,how many people would be in your party,request(people),neutral
689,5,User,we will be two,inform(people=two),neutral
689,5,Agent,What category restaurant are you looking for,request(category),neutral
689,6,User,four star,inform(category=four),neutral
689,6,Agent,ok let me look into some options for you,inform(),neutral
689,7,User,<SILENCE>,silence(),neutral
689,7,Agent,api_call french bombay two moderate,api_call(),neutral
689,8,User,actually i would prefer with spanish food,update(food=spanish),neutral
689,8,Agent,sure is there anything else to update,else(),neutral
689,9,User,no,inform(NO),neutral
689,9,Agent,ok let me look into some options for you,inform(),neutral
689,10,User,<SILENCE>,silence(),neutral
689,10,Agent,api_call spanish bombay two moderate,api_call(),neutral
689,11,User,<SILENCE>,silence(),neutral
689,11,Agent,what do you think of this option: resto_bombay_moderate_spanish_8stars,option(),neutral
689,12,User,let's do it,inform(YES),positive
689,12,Agent,great let me do the reservation,inform(done),positive
689,13,User,may i have the phone number of the restaurant,phone(res_name=resto_bombay_moderate_spanish_8stars),neutral
689,13,Agent,here it is resto_bombay_moderate_spanish_8stars_phone,inform(done),neutral
689,14,User,thank you,greeting(),positive
689,14,Agent,is there anything i can help you with,else(),neutral
689,15,User,no thank you,inform(NO),neutral
689,15,Agent,you're welcome,greeting(),neutral
,,,,,
690,1,User,hello,greeting(),neutral
690,1,Agent,hello what can i help you with today,request(),neutral
690,2,User,may i have a table in rome in a cheap price range for eight people,"restaurant(price=cheap,people=eight)",neutral
690,2,Agent,i'm on it,inform(),neutral
690,3,User,<SILENCE>,silence(),neutral
690,3,Agent,any preference on a type of cuisine,request(food),neutral
690,4,User,with spanish food,inform(food=spanish),neutral
690,4,Agent,What category restaurant are you looking for,request(category),neutral
690,5,User,one star,inform(category=one),neutral
690,5,Agent,ok let me look into some options for you,inform(),neutral
690,6,User,<SILENCE>,silence(),neutral
690,6,Agent,api_call spanish rome eight cheap,api_call(),neutral
690,7,User,instead could it be in a moderate price range,update(price=moderate),neutral
690,7,Agent,sure is there anything else to update,else(),neutral
690,8,User,no,inform(NO),neutral
690,8,Agent,ok let me look into some options for you,inform(),neutral
690,9,User,<SILENCE>,silence(),neutral
690,9,Agent,api_call spanish rome eight moderate,api_call(),neutral
690,10,User,<SILENCE>,silence(),neutral
690,10,Agent,what do you think of this option: resto_rome_moderate_spanish_4stars,option(),neutral
690,11,User,do you have something else,inform(NO),negative
690,11,Agent,sure let me find an other option for you,inform(),neutral
690,12,User,<SILENCE>,silence(),neutral
690,12,Agent,what do you think of this option: resto_rome_moderate_spanish_3stars,option(),neutral
690,13,User,that looks great,inform(YES),positive
690,13,Agent,great let me do the reservation,inform(done),positive
690,14,User,do you have its phone number,phone(res_name=resto_rome_moderate_spanish_3stars),neutral
690,14,Agent,here it is resto_rome_moderate_spanish_3stars_phone,inform(done),neutral
690,15,User,thank you,greeting(),positive
690,15,Agent,is there anything i can help you with,else(),neutral
690,16,User,no thanks,inform(NO),neutral
690,16,Agent,you're welcome,greeting(),neutral
,,,,,
691,1,User,hi,greeting(),neutral
691,1,Agent,hello what can i help you with today,request(),neutral
691,2,User,can you make a restaurant reservation with british cuisine in a moderate price range in paris,"restaurant(food=british,price=moderate)",neutral
691,2,Agent,i'm on it,inform(),neutral
691,3,User,<SILENCE>,silence(),neutral
691,3,Agent,how many people would be in your party,request(people=six),neutral
691,4,User,for six please,inform(location=paris),neutral
691,4,Agent,What category restaurant are you looking for,request(category),neutral
691,5,User,four star,inform(category=four),neutral
691,5,Agent,ok let me look into some options for you,inform(),neutral
691,6,User,<SILENCE>,silence(),neutral
691,6,Agent,api_call british paris six moderate,api_call(),neutral
691,7,User,instead could it be in a cheap price range,update(price=cheap),neutral
691,7,Agent,sure is there anything else to update,else(),neutral
691,8,User,no,inform(NO),neutral
691,8,Agent,ok let me look into some options for you,inform(),neutral
691,9,User,<SILENCE>,silence(),neutral
691,9,Agent,api_call british paris six cheap,api_call(),neutral
691,10,User,<SILENCE>,silence(),neutral
691,10,Agent,what do you think of this option: resto_paris_cheap_british_8stars,option(),neutral
691,11,User,no this does not work for me,inform(NO),negative
691,11,Agent,sure let me find an other option for you,inform(),neutral
691,12,User,<SILENCE>,silence(),neutral
691,12,Agent,what do you think of this option: resto_paris_cheap_british_5stars,option(),neutral
691,13,User,do you have something else,inform(NO),negative
691,13,Agent,sure let me find an other option for you,inform(),neutral
691,14,User,<SILENCE>,silence(),neutral
691,14,Agent,what do you think of this option: resto_paris_cheap_british_4stars,option(),neutral
691,15,User,let's do it,inform(YES),positive
691,15,Agent,great let me do the reservation,inform(done),positive
691,16,User,do you have its phone number,phone(res_name=resto_paris_cheap_british_4stars),neutral
691,16,Agent,here it is resto_paris_cheap_british_4stars_phone,inform(done),neutral
691,17,User,you rock,inform(),positive
691,17,Agent,is there anything i can help you with,else(),neutral
691,18,User,no thank you,inform(NO),neutral
691,18,Agent,you're welcome,greeting(),neutral
,,,,,
692,1,User,good morning,greeting(),neutral
692,1,Agent,hello what can i help you with today,request(),neutral
692,2,User,can you make a restaurant reservation with spanish cuisine for four people,"restaurant(food=spanish,people=four)",neutral
692,2,Agent,i'm on it,inform(),neutral
692,3,User,<SILENCE>,silence(),neutral
692,3,Agent,where should it be,request(location),neutral
692,4,User,paris please,inform(location=paris),neutral
692,4,Agent,which price range are looking for,request(price),neutral
692,5,User,in a moderate price range please,inform(price=moderate),neutral
692,5,Agent,What category restaurant are you looking for,request(category),neutral
692,6,User,four star,inform(category=four),neutral
692,6,Agent,ok let me look into some options for you,inform(),neutral
692,7,User,<SILENCE>,silence(),neutral
692,7,Agent,api_call spanish paris four moderate,api_call(),neutral
692,8,User,actually i would prefer in bombay,update(location=bombay),neutral
692,8,Agent,sure is there anything else to update,else(),neutral
692,9,User,actually i would prefer for six people,update(people=six),neutral
692,9,Agent,sure is there anything else to update,else(),neutral
692,10,User,actually i would prefer in a cheap price range,update(price=cheap),neutral
692,10,Agent,sure is there anything else to update,else(),neutral
692,11,User,no,inform(NO),neutral
692,11,Agent,ok let me look into some options for you,inform(),neutral
692,12,User,<SILENCE>,silence(),neutral
692,12,Agent,api_call spanish bombay six cheap,api_call(),neutral
692,13,User,<SILENCE>,silence(),neutral
692,13,Agent,what do you think of this option: resto_bombay_cheap_spanish_8stars,option(),neutral
692,14,User,that looks great,inform(YES),positive
692,14,Agent,great let me do the reservation,inform(done),positive
692,15,User,may i have the phone number of the restaurant,phone(res_name=resto_bombay_cheap_spanish_8stars),neutral
692,15,Agent,here it is resto_bombay_cheap_spanish_8stars_phone,inform(done),neutral
692,16,User,can you provide the address,address(res_name=resto_bombay_cheap_spanish_8stars),neutral
692,16,Agent,here it is resto_bombay_cheap_spanish_8stars_address,inform(done),neutral
692,17,User,you rock,inform(),positive
692,17,Agent,is there anything i can help you with,else(),neutral
692,18,User,no thanks,inform(NO),neutral
692,18,Agent,you're welcome,greeting(),neutral
,,,,,
693,1,User,good morning,greeting(),neutral
693,1,Agent,hello what can i help you with today,request(),neutral
693,2,User,can you make a restaurant reservation with italian cuisine in a cheap price range in madrid,"restaurant(food=italian,price=cheap)",neutral
693,2,Agent,i'm on it,inform(),neutral
693,3,User,<SILENCE>,silence(),neutral
693,3,Agent,how many people would be in your party,request(people),neutral
693,4,User,we will be four,inform(people=four),neutral
693,4,Agent,What category restaurant are you looking for,request(category),neutral
693,5,User,one star,inform(category=one),neutral
693,5,Agent,ok let me look into some options for you,inform(),neutral
693,6,User,<SILENCE>,silence(),neutral
693,6,Agent,api_call italian madrid four cheap,api_call(),neutral
693,7,User,actually i would prefer in rome,update(location=rome),neutral
693,7,Agent,sure is there anything else to update,else(),neutral
693,8,User,actually i would prefer for two,update(people=two),neutral
693,8,Agent,sure is there anything else to update,else(),neutral
693,9,User,no,inform(NO),neutral
693,9,Agent,ok let me look into some options for you,inform(),neutral
693,10,User,<SILENCE>,silence(),neutral
693,10,Agent,api_call italian rome two cheap,api_call(),neutral
693,11,User,<SILENCE>,silence(),neutral
693,11,Agent,what do you think of this option: resto_rome_cheap_italian_6stars,option(),neutral
693,12,User,no i don't like that,inform(NO),negative
693,12,Agent,sure let me find an other option for you,inform(),neutral
693,13,User,<SILENCE>,silence(),neutral
693,13,Agent,what do you think of this option: resto_rome_cheap_italian_5stars,option(),neutral
693,14,User,it's perfect,inform(YES),positive
693,14,Agent,great let me do the reservation,inform(done),positive
693,15,User,may i have the phone number of the restaurant,phone(res_name=resto_rome_cheap_italian_5stars),neutral
693,15,Agent,here it is resto_rome_cheap_italian_5stars_phone,inform(done),neutral
693,16,User,thanks,greeting(),positive
693,16,Agent,is there anything i can help you with,else(),neutral
693,17,User,no thanks,inform(NO),neutral
693,17,Agent,you're welcome,greeting(),neutral
,,,,,
694,1,User,good morning,greeting(),neutral
694,1,Agent,hello what can i help you with today,request(),neutral
694,2,User,can you make a restaurant reservation with italian food,restaurant(food=italian),neutral
694,2,Agent,i'm on it,inform(),neutral
694,3,User,<SILENCE>,silence(),neutral
694,3,Agent,where should it be,request(location),neutral
694,4,User,madrid please,inform(location=madrid),neutral
694,4,Agent,how many people would be in your party,request(people),neutral
694,5,User,for six please,inform(people=six),neutral
694,5,Agent,which price range are looking for,request(price),neutral
694,6,User,i am looking for a moderate restaurant,inform(price=moderate),neutral
694,6,Agent,What category restaurant are you looking for,request(category),neutral
694,7,User,six star,inform(category=six),neutral
694,7,Agent,ok let me look into some options for you,inform(),neutral
694,8,User,<SILENCE>,silence(),neutral
694,8,Agent,api_call italian madrid six moderate,api_call(),neutral
694,9,User,actually i would prefer in rome,update(location=rome),neutral
